,Age,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId,Nationality_African,Nationality_American,Nationality_Asian,Nationality_Australian,Nationality_European,Fee Structure_High,Fee Structure_Low,Fee Structure_Mid,Loyalty Classification_Gold,Loyalty Classification_Jade,Loyalty Classification_Platinum,Loyalty Classification_Silver,Income Band_Low,Income Band_Mid,Income Band_High
669,52,236722.44,47236.57,2,6535.2,535361.91,681186.57,396038.7,154455.09,11236.15,283675.88,3,2,3,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
670,84,280142.4,42962.4,1,2230.2,1094204.92,0.0,0.0,0.0,21942.14,301544.21,2,2,3,1,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
671,37,77026.85,27200.88,2,3224.84,350098.74,1032296.83,338963.14,470234.32,47135.63,543992.91,0,1,3,1,4,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
672,79,73475.15,38312.32,1,2055.21,203929.69,410919.01,305555.16,203562.95,33945.6,302462.78,0,2,3,2,8,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
673,37,193779.18,60467.3,1,7686.69,795551.65,627661.99,158329.15,386775.5,41536.64,331996.89,3,4,4,1,9,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
674,65,119101.35,35146.2,1,216.91,740668.24,222029.98,64933.3,130076.05,37738.33,326036.59,0,2,4,1,10,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
675,27,243077.73,34902.7,3,4071.31,222845.73,1042355.6,614245.26,389208.13,15041.04,1738690.13,3,2,1,1,11,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
676,50,161778.27,26341.2,1,2069.34,856379.12,693314.74,445090.94,402636.12,54605.23,777518.52,1,3,2,1,12,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
677,47,135668.24,4835.53,1,448.97,572186.71,446124.61,264886.49,203823.18,29308.26,243587.28,0,1,3,2,13,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
678,73,283534.13,56172.75,1,1864.5,307744.8,556885.56,284771.03,313248.13,2139.06,731803.38,1,3,4,2,14,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
679,45,187068.34,33993.85,1,4178.48,937917.29,1303676.98,298932.3,441091.22,44780.25,1328572.47,0,2,1,2,15,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
680,30,26691.56,2617.5,1,1493.72,234570.75,455937.82,242882.76,108104.14,17093.79,127376.01,0,1,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
681,19,40920.84,18679.98,1,889.71,516676.84,275056.64,168894.43,76726.32,8709.41,860302.06,3,1,1,1,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
682,27,42085.37,16982.9,3,3804.62,339248.29,332126.05,210456.11,65109.86,45594.88,624929.72,0,2,2,1,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
683,38,182270.3,25891.2,2,1620.66,122514.24,156565.34,209738.48,104514.75,20617.51,1109415.87,0,5,2,2,4,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
684,84,125120.17,20429.5,2,749.11,498763.36,776817.51,512187.37,249264.52,5281.37,1029228.29,3,2,3,2,5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
685,53,121752.06,31512.96,1,2465.89,704962.44,391066.14,367000.53,150169.4,42508.91,600400.48,2,2,3,1,6,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
686,42,190491.93,23924.88,1,1403.68,1366594.52,681478.11,234607.22,382298.05,8998.33,916987.23,1,2,3,2,7,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
687,68,347932.8,58421.6,2,622.3,257923.74,326853.43,248798.88,152986.92,41523.38,736855.82,0,3,3,2,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
688,63,183442.48,42297.04,1,1993.28,471206.78,126741.67,46412.44,138701.8,45712.21,311211.06,3,3,3,2,9,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
689,67,74614.58,6165.88,3,461.44,90295.51,374513.19,135812.48,297799.72,70.83,131724.47,1,1,3,1,10,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
690,30,423137.74,16354.0,1,1116.9,584990.91,530781.48,336161.6,641714.81,40540.92,0.0,2,4,3,1,11,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
691,39,126994.67,45002.16,3,918.84,816538.67,1418385.14,396667.03,563747.99,19105.38,1653331.26,3,2,4,2,12,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
692,85,185416.36,50291.64,3,452.32,793668.26,1211394.09,600927.78,338808.8,86244.38,2623646.31,3,3,4,2,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
693,74,296441.07,25646.92,1,2740.79,1423871.83,954905.24,477452.62,288225.48,32169.68,1595502.15,1,4,1,2,14,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
694,19,66888.63,11009.31,1,2046.47,213976.71,420132.51,227571.78,140744.39,2146.06,561056.0,2,1,2,1,15,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
695,63,178742.31,18878.86,1,443.02,419469.23,147522.02,115304.57,46664.44,22403.6,706528.29,2,2,3,1,16,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
696,63,88000.07,13229.92,1,2354.22,653528.89,1131215.03,463174.66,397617.63,9357.11,138982.5,2,2,4,2,17,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
697,78,97918.08,30549.0,1,1832.15,782160.25,367026.67,286582.47,211869.92,34597.18,377680.39,1,2,1,1,18,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
698,70,328810.06,27827.28,1,3220.04,94231.12,284288.86,305347.3,218902.43,29725.7,140591.25,2,2,1,2,19,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
699,77,99113.71,10702.23,3,4072.28,247887.42,697496.02,164948.38,238939.51,23459.81,587505.15,2,1,1,1,20,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
700,84,172352.72,4285.44,1,2762.38,172387.01,41045.71,19762.75,53435.43,7493.64,677016.23,2,2,2,1,21,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
701,47,170998.97,48033.37,2,6876.87,1354308.34,812601.79,300662.66,542655.48,38218.95,1687910.84,3,3,2,2,22,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
702,80,357944.04,44053.2,2,9837.83,1687860.5,272673.23,123942.38,48750.67,49768.88,1512885.92,3,4,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
703,37,207395.96,26423.08,1,7882.74,593839.33,1353471.66,376529.71,782164.15,66350.34,1942767.02,2,3,3,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
704,44,41423.42,18651.46,1,793.34,503119.15,59947.95,32737.54,6356.18,19520.45,887127.67,1,1,3,1,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
705,42,143170.19,19029.6,2,243.35,900692.86,0.0,0.0,0.0,19859.8,992065.8,3,2,3,2,4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
706,75,199127.91,21470.62,3,5785.64,347902.54,506306.83,148913.77,319668.23,20108.74,1500775.1,2,3,3,1,8,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
707,57,197866.91,33104.96,1,2800.28,642385.05,334596.57,185632.34,28738.64,12558.34,1158750.14,3,2,3,1,9,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
708,54,71724.65,21190.16,1,1142.41,557275.17,108466.28,22308.67,67179.86,30545.45,887492.13,1,1,3,2,10,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
709,22,433015.61,42292.65,2,1419.3,1396318.38,0.0,0.0,0.0,34695.58,1980823.97,3,3,4,1,11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
710,47,236954.14,21430.61,1,4829.32,742124.15,189929.59,101546.52,107263.21,22040.11,1824725.34,2,2,4,2,12,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
711,80,347506.83,56643.14,1,5535.39,1077668.47,228420.0,218037.27,50252.4,35022.86,1801444.09,1,3,1,1,13,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
712,48,81404.69,19174.0,1,977.71,171160.8,176184.24,116693.46,66149.17,6541.15,255239.99,3,1,2,2,14,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
713,76,184463.57,28482.35,1,8958.2,1013173.15,1997339.0,546035.12,641447.57,38482.78,1447952.71,0,2,3,2,15,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
714,78,286833.79,24870.32,2,4559.81,689264.8,155881.11,86443.16,60793.63,33450.56,473631.36,0,2,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
715,55,234921.33,24974.26,1,7956.3,1236125.79,1166846.93,706531.17,363970.6,73406.25,534266.84,0,3,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
716,82,54580.1,10827.68,1,6272.78,985812.95,1484654.39,673708.72,539466.02,36491.59,1004302.95,2,2,1,2,3,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
717,53,243019.98,47511.36,1,985.29,130808.17,302827.01,400347.58,72267.87,30474.44,654628.52,0,3,1,2,4,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
718,69,66144.86,11830.83,3,1875.46,247173.7,517617.75,222413.88,151039.24,30576.69,738236.51,2,1,2,2,5,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
719,54,44231.62,23320.44,2,778.03,448474.88,210065.07,169667.94,124557.81,7243.92,198561.45,2,2,2,2,6,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
720,41,262208.39,58676.56,1,634.14,53339.6,413171.42,191829.59,338505.45,22809.18,662886.04,2,3,3,2,7,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
721,40,162116.96,47411.65,2,2642.12,317002.4,524488.64,334361.51,183112.1,15214.68,1065429.56,1,2,3,2,8,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
722,42,98690.55,31774.63,1,2657.13,1579301.37,592875.77,228029.14,88171.27,100465.97,1242582.1,3,2,3,2,9,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
723,73,82414.38,15019.75,1,117.82,244323.64,170188.99,96968.14,54500.05,16683.57,487931.11,3,1,3,2,10,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
724,54,333873.97,40151.25,1,2673.45,976021.92,272917.58,169163.79,68229.4,48750.73,587022.39,0,3,3,1,11,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
725,25,101280.4,38744.8,2,4111.52,0.0,135513.26,117444.82,41406.83,34137.76,442229.94,2,3,3,1,12,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
726,38,62546.72,27911.1,1,2793.88,329800.06,244297.86,217451.94,61208.7,11470.46,295167.65,0,1,3,2,13,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
727,42,323196.7,57873.27,1,4821.4,235971.06,449101.83,328993.2,146845.85,40135.69,1743999.58,1,4,4,1,14,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
728,85,163975.08,6904.38,1,908.41,514321.28,144554.63,118812.02,43564.41,16099.0,675986.97,3,2,4,1,15,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
729,62,402718.11,58736.61,1,4112.85,363138.89,476277.95,339266.48,341354.28,21843.91,693155.05,1,3,1,1,16,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
730,38,192479.87,58742.3,1,7111.72,181420.65,1034707.97,808365.6,177840.43,499.49,292596.77,3,4,2,1,17,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
731,76,227250.89,46770.04,1,3155.84,251052.6,2109610.09,697244.01,1112372.37,37511.82,695101.0,0,5,3,2,18,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
732,41,76171.91,62695.19,2,4554.03,629673.7,333106.94,135872.57,302426.04,15128.28,921513.13,1,3,4,2,19,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
733,38,50643.44,15186.75,1,79.07,488341.35,136187.5,32425.6,63554.17,17281.85,59911.11,1,1,1,2,20,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
734,36,198506.33,43878.45,1,2544.55,292235.24,0.0,0.0,0.0,46739.22,654069.52,3,2,1,1,21,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
735,37,85031.17,5254.59,1,677.17,346606.26,352507.06,252224.88,44944.65,7376.94,0.0,2,1,1,2,22,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
736,25,364513.86,48900.6,1,4294.49,63118.15,321916.53,394070.24,80479.13,26637.14,1005176.25,3,4,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
737,83,287767.5,16043.75,1,4195.26,417783.64,419185.54,644303.7,109531.63,28074.74,893733.13,1,4,2,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
738,66,132163.92,19996.4,2,1988.56,340874.83,311874.17,358422.56,83507.8,4649.0,154235.34,1,1,3,1,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
739,26,19831.49,20224.4,1,929.98,397362.7,63120.44,25412.12,41290.6,9690.27,270674.58,3,1,3,2,4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
740,56,67454.44,18561.11,1,2850.42,202973.22,515252.11,197330.6,182421.17,29202.53,460614.28,1,1,3,1,8,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
741,24,117770.23,13432.22,1,4949.74,1170149.44,370857.62,162656.85,113859.8,19534.49,1166836.17,2,2,3,1,9,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
742,27,403281.51,43655.92,2,5223.4,553744.38,478960.24,313393.74,236227.92,5801.48,1732498.89,0,4,3,2,10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
743,47,71031.74,35318.72,2,1934.52,543903.54,2181586.39,891070.5,593637.31,25402.04,604293.01,3,3,3,2,11,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
744,81,102785.76,18023.2,1,3640.37,1291456.9,540168.09,148636.86,267365.08,108374.26,1918724.26,0,3,3,2,12,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
745,34,284195.29,33799.58,1,4595.81,829864.07,762603.38,240078.84,400790.44,15438.15,1967482.98,2,5,4,1,13,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
746,25,28916.56,18960.04,1,2537.17,411663.3,556226.56,322970.26,316391.24,29204.91,312349.9,2,1,4,2,14,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
747,53,230426.15,24638.11,1,1326.59,381936.29,141945.93,76650.8,196879.0,13577.81,660537.15,2,2,1,1,15,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
748,83,358617.17,62413.95,1,1597.4,735813.67,540484.34,315867.47,320430.0,740.91,882359.83,2,3,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
749,58,21970.97,7296.21,2,204.71,258938.79,127319.24,108595.82,80997.51,8921.12,116205.76,0,1,3,1,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
750,26,157903.39,24730.79,1,1723.95,222678.45,89287.6,54605.64,19377.62,21003.39,995856.75,0,1,4,2,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
751,60,27469.92,15909.92,1,2995.14,472794.65,535094.2,233680.38,124934.34,30842.04,123411.3,3,1,1,2,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
752,51,150224.49,13471.78,1,10.68,48561.78,175088.88,120894.7,72661.89,78.87,405905.02,1,1,1,1,5,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
753,75,222977.36,34262.65,1,5567.23,278909.21,821381.48,497151.95,344331.76,34701.18,1256329.17,3,4,1,2,6,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
754,22,53692.16,21817.95,1,3485.44,492002.97,1748950.02,511597.63,569658.01,35765.61,1918772.63,0,2,2,1,7,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
755,80,315625.9,7689.95,1,3854.92,173071.87,290695.76,349743.33,107602.85,21933.25,413073.87,0,3,2,1,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
756,51,68785.31,6001.5,1,1473.24,452592.97,67101.73,40379.8,23182.76,5537.85,716674.82,0,1,3,2,9,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
757,47,44664.01,22347.05,1,155.9,861778.17,856487.3,417263.04,176275.34,36125.73,1149200.02,1,1,3,2,10,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
758,68,102662.31,29101.05,2,6378.37,890491.39,147432.65,36543.14,60838.02,31572.04,432845.77,0,2,3,2,11,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
759,75,336627.38,34353.0,1,740.09,257342.64,1769697.67,1059031.68,321053.81,30243.78,1803174.89,2,3,3,2,12,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
760,33,388550.52,72210.32,1,8095.65,2381138.32,1246002.33,276889.41,582506.09,74882.81,2238560.25,3,4,3,2,13,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
761,78,335346.96,11722.05,1,3055.77,543866.64,311496.34,269963.49,306512.39,31149.36,701015.64,1,5,3,2,14,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
762,62,424394.33,42781.52,1,2730.98,1200805.46,805006.72,276991.56,712214.55,37754.4,1717982.32,2,3,3,1,15,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
763,57,256234.92,61022.76,1,6906.18,1677991.21,1635153.76,649422.77,540876.39,58327.15,1427372.62,0,3,4,2,16,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
764,68,36030.3,31578.36,1,1219.38,530279.44,166642.06,160313.88,54675.47,18631.01,599993.75,1,2,4,2,17,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
765,45,199546.53,12853.32,1,4383.23,975487.5,781992.09,243981.53,286209.11,7917.75,2038248.79,2,2,1,1,18,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
766,32,79425.62,9808.56,1,614.92,487050.58,580085.14,199599.19,496253.48,32646.39,510896.6,2,1,2,1,19,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
767,74,37600.42,12698.52,3,821.54,250595.95,519934.04,234336.47,159495.26,14215.34,389519.56,0,1,3,1,20,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
768,52,222815.17,40789.28,1,4068.8,961006.42,88271.98,29724.24,46468.89,42918.9,912686.23,0,2,4,1,21,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
769,75,141963.47,12185.08,1,1073.26,599113.56,1209702.56,425951.61,332242.25,24756.85,413357.88,1,1,1,2,22,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
770,82,75807.36,17002.7,2,3280.38,647520.73,26021.94,20395.58,14769.21,23382.82,414144.95,0,2,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
771,72,196216.48,46580.16,1,5982.17,1520782.98,570748.36,300623.18,94543.81,43542.99,1208409.05,0,2,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
772,47,397676.18,46862.55,2,10269.45,772691.72,1282034.49,309753.3,572699.43,89158.1,1114325.48,1,5,2,1,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
773,72,95884.87,13662.34,1,443.58,49153.64,529249.04,543553.07,144184.6,7199.22,998314.12,0,2,2,2,4,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
774,23,170389.44,44144.48,2,6518.7,566788.22,2195313.28,1118367.14,160023.15,316.19,1866373.72,0,2,3,1,8,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
775,52,77420.05,25194.68,1,2804.37,1802064.59,3047678.11,1552957.0,438710.35,80730.17,1959127.99,3,2,3,2,9,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
776,20,163043.73,21898.8,1,4012.27,1072353.02,0.0,0.0,0.0,40255.35,1302218.19,1,3,3,1,10,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
777,18,97502.58,5150.34,2,1344.22,157753.41,150704.23,101864.9,21098.59,20996.65,385928.65,2,1,3,2,11,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
778,52,191630.74,31036.46,2,5646.48,1397029.05,1049952.8,464733.21,475060.61,2821.02,703070.79,0,4,3,1,12,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
779,36,66802.23,21204.0,2,2798.68,386423.99,531230.57,249678.37,306891.9,21076.9,649812.08,3,1,3,2,13,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
780,82,110364.71,24412.82,1,752.52,94224.55,350433.96,303360.74,239445.77,26551.58,479127.01,2,2,3,2,14,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
781,19,125706.35,30939.57,1,4904.42,1617744.24,243600.03,94621.5,54417.43,16818.52,526397.01,2,3,4,1,15,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
782,63,30509.3,16039.13,2,116.14,447251.73,127045.88,86132.8,23471.19,33808.99,708654.19,1,1,4,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
783,51,174820.33,39963.52,1,1423.87,376822.89,933331.01,460184.04,165407.0,48243.0,1101798.6,1,2,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
784,50,214432.05,19656.0,1,2129.4,601115.76,506969.44,321080.65,297929.04,6751.08,1457392.86,3,2,2,2,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
785,20,158390.39,42135.6,1,92.75,424424.85,348631.44,228195.13,401623.42,2156.06,787650.25,0,3,3,2,4,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
786,85,191377.91,43629.74,1,3899.23,1444418.31,1425990.31,753353.37,556405.28,43399.16,1256997.06,2,3,4,2,5,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
787,63,70008.45,18547.88,3,243.3,139171.91,45857.72,21291.09,41206.44,9063.16,34164.75,3,1,1,2,6,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
788,69,65431.3,25178.1,1,2991.32,352619.01,509618.04,364012.89,180326.38,13655.57,680989.78,0,2,1,2,7,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
789,22,315981.67,43658.61,1,6394.97,758590.98,1045776.75,366021.86,679754.89,66448.19,1445831.22,1,2,1,2,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
790,50,66391.14,13088.72,1,141.3,536031.45,107038.73,72218.9,42557.57,3854.82,755302.89,3,1,2,2,9,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
791,60,51443.62,8991.84,1,7099.67,261255.79,530295.83,158750.98,196918.77,66527.81,1738470.8,0,2,2,2,10,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
792,73,209712.86,16818.27,1,2467.83,226487.54,39921.32,64187.22,14653.47,12887.17,96489.56,1,2,3,1,11,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
793,43,417117.08,7290.91,1,7436.68,981015.4,2057795.31,1248170.92,530641.31,64086.92,1188000.12,1,3,3,1,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
794,52,82231.69,14281.92,1,4312.71,36652.66,743620.88,378112.31,221825.89,20722.36,479827.46,1,1,3,2,13,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
795,23,158077.07,26127.99,1,6228.0,262656.05,1211126.42,622230.09,454672.42,41574.52,1004496.25,2,2,3,1,14,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
796,20,277452.63,49296.45,1,2428.38,205873.6,141935.64,171393.98,107978.21,25416.68,601229.85,2,5,3,2,15,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
797,17,350625.04,27300.3,1,6833.39,867561.77,796059.43,314721.17,299355.37,89702.47,963282.93,0,4,3,2,16,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
798,77,185599.45,23896.32,2,1233.15,457126.66,303143.84,249011.02,107399.53,26623.11,407741.25,1,2,3,1,17,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
799,46,95819.67,2697.8,1,1816.94,780831.58,253946.59,67504.79,103475.2,9755.8,351955.74,0,1,4,1,18,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
800,83,30898.92,21343.5,3,845.99,162813.13,150843.39,149003.84,34951.52,5480.14,395819.66,1,1,4,1,19,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
801,72,66283.45,28269.72,2,3500.2,508481.5,363561.05,331244.51,73439.33,9567.96,319287.61,0,2,1,1,20,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
802,31,46525.22,5173.56,1,1349.77,381700.42,116082.89,61455.65,40560.73,17195.67,597224.79,1,1,2,2,21,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
803,61,231731.08,73595.55,1,2370.78,1198853.05,99957.67,50540.4,37062.96,106.53,652778.42,2,5,3,1,22,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
804,22,122947.04,31710.43,1,364.7,34744.49,214791.36,149788.71,162054.43,22845.44,177518.04,2,2,4,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
805,48,123401.7,70315.52,1,5618.62,1033489.82,1572645.27,875211.28,344614.44,85673.9,1678416.17,2,4,1,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
806,47,342354.81,25422.7,2,5913.22,1475135.45,1251739.72,561804.44,271243.13,64653.54,616714.62,1,3,1,2,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
807,61,59012.4,22778.92,2,1249.74,65119.84,66531.74,25265.22,43035.09,4403.3,371481.53,0,1,1,1,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
808,30,162714.82,21954.24,1,342.57,342340.6,81825.8,35481.98,45424.18,24733.71,873421.3,3,2,2,2,8,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
809,81,157581.38,33288.0,1,5292.45,785409.84,1042672.65,466458.82,524354.59,18663.8,1436150.34,1,3,2,1,9,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
810,67,75751.94,25677.08,1,6576.37,467736.47,434860.5,185978.08,85768.71,22662.59,1703957.08,1,2,3,2,10,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
811,72,121290.33,21999.78,1,2810.3,1354505.05,2640689.23,604079.24,762865.78,2175.48,1101119.76,3,3,3,2,11,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
812,71,100123.92,16866.9,1,5213.44,1263579.47,300310.91,226208.21,144149.23,52584.84,588852.5,1,4,3,2,12,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
813,25,41697.2,19048.16,3,4324.19,135573.47,1188019.35,282047.76,458113.94,30149.8,751123.18,1,2,3,1,13,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
814,51,20674.14,22214.91,3,2668.36,770743.92,665784.05,246586.69,290972.29,20937.56,316932.98,0,1,3,2,14,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
815,65,158667.27,11230.96,2,169.94,595889.48,108528.91,81111.08,23522.21,25136.7,760343.56,1,2,3,1,15,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
816,67,42783.86,8986.11,1,3264.19,703366.71,0.0,0.0,0.0,44402.48,1159400.47,1,2,3,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
817,65,73154.79,28365.12,1,6759.92,860465.42,1636294.1,597876.69,809650.91,5187.44,730930.64,1,3,4,1,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
818,70,179278.41,35155.74,1,5878.44,271176.21,153422.33,71597.09,46202.04,17116.17,1525523.09,0,2,4,2,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
